date,num_c,num_c_with,sum_mood,sum_mood_with
2015-07-08,15,1,-2.640743371390272,-0.24204374104738235
2015-07-09,0,0,0.0,0.0
2015-07-10,0,0,0.0,0.0
2015-07-11,43,0,-5.858998813899234,0.0
2015-07-12,0,0,0.0,0.0
2015-07-13,24,0,-3.8468712375033647,0.0
2015-07-14,35,0,-4.3892931943555595,0.0
2015-07-15,12,1,-2.411674634699011,0.1318299900740385
2015-07-16,17,0,-3.9605136662721634,0.0
2015-07-17,0,0,0.0,0.0
2015-07-18,0,0,0.0,0.0
2015-07-19,0,0,0.0,0.0
2015-07-20,0,0,0.0,0.0
2015-07-21,0,0,0.0,0.0
2015-07-22,5,0,-2.080267044249922,0.0
2015-07-23,0,0,0.0,0.0
2015-07-24,0,0,0.0,0.0
2015-07-25,0,0,0.0,0.0
2015-07-26,0,0,0.0,0.0
2015-07-27,1,0,-0.13311122357845306,0.0
2015-07-28,52,0,-6.35919496731367,0.0
2015-07-29,0,0,0.0,0.0
2015-07-30,14,0,-2.720130261965096,0.0
2015-07-31,67,0,-13.629920762425172,0.0
2015-08-01,0,0,0.0,0.0
2015-08-02,0,0,0.0,0.0
2015-08-03,0,0,0.0,0.0
2015-08-04,8,0,-1.9742113836109638,0.0
2015-08-05,0,0,0.0,0.0
2015-08-06,0,0,0.0,0.0
2015-08-07,0,0,0.0,0.0
2015-08-08,18,0,-4.0726427276968025,0.0
2015-08-09,0,0,0.0,0.0
2015-08-10,0,0,0.0,0.0
2015-08-11,1,0,-0.08683371916413307,0.0
2015-08-12,0,0,0.0,0.0
2015-08-13,0,0,0.0,0.0
2015-08-14,0,0,0.0,0.0
2015-08-15,0,0,0.0,0.0
2015-08-16,0,0,0.0,0.0
2015-08-17,0,0,0.0,0.0
2015-08-18,0,0,0.0,0.0
2015-08-19,0,0,0.0,0.0
2015-08-20,0,0,0.0,0.0
2015-08-21,0,0,0.0,0.0
2015-08-22,0,0,0.0,0.0
2015-08-23,0,0,0.0,0.0
2015-08-24,54,0,-6.723133062943816,0.0
2015-08-25,33,0,-6.600155321342754,0.0
2015-08-26,11,0,-2.606273165642051,0.0
